id_venta,fecha,id_cliente,id_producto,sucursal,cantidad,precio_unitario,metodo_pago,nombre_producto,categoria,precio_lista,costo,nombre,ciudad,edad,segmento,fecha_registro,importe,mes
V0141,2024-01-22,C0276,P140,TRUJILLO,1.0,1301.0,EFECTIVO,TechNova CELULAR Air 140,CELULAR,880.0,498.42,Cliente 6589,PIURA,43.0,REGULAR,2023-02-06,1301.0,2024-01
V0142,2024-05-26,C0055,P269,TRUJILLO,6.0,835.0,TARJETA,MaxDigital MONITOR Pro 269,MONITOR,577.0,327.82,Andrés Gutiérrez,CUSCO,63.0,REGULAR,2024-07-21,5010.0,2024-05
V0143,2024-01-20,C0164,P084,LIMA,1.0,1269.0,EFECTIVO,MaxDigital TABLET Plus 084,TABLET,940.0,657.82,Rosa Díaz,LIMA,44.0,VIP,2024-11-15,1269.0,2024-01
V0144,2024-01-05,C0267,P258,TRUJILLO,2.0,2216.0,EFECTIVO,MaxDigital LAPTOP Plus 258,SIN CATEGORIA,862.0,1989.58,Patricia Vásquez,PIURA,67.0,REGULAR,2023-12-06,4432.0,2024-01
V0146,2024-02-18,C0174,P235,TRUJILLO,2.0,86.0,EFECTIVO,AndinaTech TABLET Lite 235,TABLET,741.0,455.41,Renzo García,TRUJILLO,46.0,VIP,2024-12-06,172.0,2024-02
V0147,2024-05-21,C0258,P066,TRUJILLO,4.0,2769.0,TARJETA,AndinaTech ACCESORIO Air 066,ACCESORIO,232.0,157.87,Fernando Díaz,LIMA,76.0,VIP,2024-01-16,11076.0,2024-05
V0148,2024-05-18,C0110,P199,TRUJILLO,10.0,76.0,EFECTIVO,MaxDigital AUDIO Max 199,AUDIO,490.0,323.0,Andrés Vásquez,LIMA,73.0,REGULAR,2023-01-22,760.0,2024-05
V0149,2024-02-12,C0206,P005,CUSCO,9.0,1883.0,TARJETA,AndinaTech AUDIO Ultra 005,AUDIO,497.0,324.89,Andrés Castillo,PIURA,36.0,REGULAR,2024-10-23,16947.0,2024-02
V0152,2024-01-03,C0114,P082,LIMA,5.0,1272.0,TRANSFERENCIA,AndinaTech ACCESORIO Plus 082,ACCESORIO,109.0,63.3,Carlos Flores,TRUJILLO,40.0,REGULAR,2024-01-28,6360.0,2024-01
V0153,2024-04-26,C0240,P110,AREQUIPA,5.0,696.0,EFECTIVO,MaxDigital TABLET Lite 110,TABLET,1192.0,729.35,María Quispe,CUSCO,69.0,REGULAR,2023-04-24,3480.0,2024-04
V0154,2024-01-08,C0166,P128,AREQUIPA,1.0,2474.0,TRANSFERENCIA,PeruPC LAPTOP Plus 128,LAPTOP,3499.0,2131.99,Fiorella Torres,LIMA,69.0,REGULAR,2023-08-18,2474.0,2024-01
V0155,2024-05-07,C0248,P109,TRUJILLO,4.0,119.0,TRANSFERENCIA,PeruPC TABLET Basic 109,TABLET,860.0,517.68,Sergio Castillo,CUSCO,49.0,NUEVO,2023-08-27,476.0,2024-05
V0156,2024-03-10,C0302,P207,CUSCO,10.0,2576.0,EFECTIVO,TechNova LAPTOP Lite 207,LAPTOP,3703.0,2473.25,Cliente 9694,TRUJILLO,56.0,VIP,2023-04-23,25760.0,2024-03
V0157,2024-02-06,C0115,P074,AREQUIPA,4.0,2048.0,EFECTIVO,TechNova AUDIO Pro 074,AUDIO,697.0,424.24,Gabriela Chávez,PIURA,22.0,REGULAR,2024-09-14,8192.0,2024-02
V0158,2024-04-22,C0069,P232,TRUJILLO,6.0,764.0,EFECTIVO,TechNova MONITOR Ultra 232,MONITOR,753.0,487.06,Alejandra Vásquez,CUSCO,40.0,NUEVO,2023-07-28,4584.0,2024-04
V0159,2024-05-19,C0317,P262,CUSCO,7.0,1861.0,EFECTIVO,PeruPC AUDIO Air 262,AUDIO,719.0,491.06,Cliente 3191,CHICLAYO,72.0,REGULAR,2023-12-18,13027.0,2024-05
V0160,2024-04-04,C0173,P294,TRUJILLO,8.0,671.0,TARJETA,PeruPC LAPTOP Plus 294,LAPTOP,3749.0,2224.64,Gabriela Rodríguez,TRUJILLO,32.0,REGULAR,2024-09-15,5368.0,2024-04
V0161,2024-06-03,C0289,P044,TRUJILLO,4.0,2142.0,EFECTIVO,PeruPC CELULAR Max 044,CELULAR,1397.0,929.44,Cliente 5119,SIN REGISTRO,88.0,NUEVO,2024-11-04,8568.0,2024-06
V0162,2024-04-22,C0039,P094,CUSCO,3.0,1641.0,EFECTIVO,MaxDigital LAPTOP Pro 094,LAPTOP,1870.0,1143.16,Walter Gutiérrez,CUSCO,55.0,NUEVO,2024-12-21,4923.0,2024-04
V0163,2024-02-28,C0066,P186,AREQUIPA,2.0,1825.0,TRANSFERENCIA,TechNova MONITOR Plus 186,MONITOR,557.0,308.26,Marco Chávez,PIURA,50.0,VIP,2024-11-05,3650.0,2024-02
V0164,2024-05-29,C0124,P157,TRUJILLO,7.0,2566.0,TARJETA,TechNova TABLET Ultra 157,TABLET,564.0,369.06,Jorge Rojas,CUSCO,84.0,VIP,2023-10-03,17962.0,2024-05
V0165,2024-02-12,C0072,P074,TRUJILLO,1.0,293.0,TRANSFERENCIA,TechNova AUDIO Pro 074,AUDIO,697.0,424.24,Diego Salazar,CHICLAYO,83.0,NUEVO,2024-01-01,293.0,2024-02
V0166,2024-02-28,C0004,P018,AREQUIPA,7.0,2875.0,TRANSFERENCIA,TechNova CELULAR Basic 018,CELULAR,1812.0,1180.11,Gabriela Torres,CUSCO,20.0,REGULAR,2023-10-17,20125.0,2024-02
V0167,2024-05-07,C0282,P288,AREQUIPA,10.0,2304.0,EFECTIVO,PeruPC CELULAR Max 288,CELULAR,3437.0,1932.61,Cliente 7071,LIMA,86.0,REGULAR,2023-06-19,23040.0,2024-05
V0168,2024-06-29,C0316,P003,CUSCO,10.0,2612.0,TARJETA,TechNova MONITOR Pro 003,MONITOR,538.0,369.12,Cliente 6122,SIN REGISTRO,55.0,REGULAR,2024-06-06,26120.0,2024-06
V0169,2024-02-23,C0177,P149,CUSCO,10.0,721.0,EFECTIVO,AndinaTech CELULAR Plus 149,CELULAR,3286.0,1848.95,Ximena Quispe,TRUJILLO,78.0,NUEVO,2023-04-03,7210.0,2024-02
V0170,2024-03-21,C0205,P198,TRUJILLO,5.0,2024.0,EFECTIVO,PeruPC LAPTOP Air 198,LAPTOP,1925.0,1187.42,Walter Chávez,SIN REGISTRO,52.0,NUEVO,2024-09-12,10120.0,2024-03
V0171,2024-06-30,C0224,P064,TRUJILLO,1.0,1569.0,EFECTIVO,TechNova LAPTOP Pro 064,LAPTOP,2515.0,1759.98,Óscar Núñez,CHICLAYO,45.0,NUEVO,2024-07-26,1569.0,2024-06
V0172,2024-06-13,C0079,P233,LIMA,4.0,2870.0,EFECTIVO,PeruPC TABLET Max 233,TABLET,628.0,434.52,Rocío Quispe,AREQUIPA,28.0,REGULAR,2023-11-15,11480.0,2024-06
V0173,2024-03-04,C0030,P255,CUSCO,1.0,493.0,EFECTIVO,MaxDigital LAPTOP Air 255,LAPTOP,2380.0,1553.43,Carlos Díaz,AREQUIPA,39.0,NUEVO,2023-03-11,493.0,2024-03
V0174,2024-06-24,C0085,P185,TRUJILLO,6.0,963.0,TRANSFERENCIA,TechNova LAPTOP Basic 185,LAPTOP,4342.0,3016.89,Rosa Rodríguez,AREQUIPA,28.0,REGULAR,2024-12-18,5778.0,2024-06
V0175,2024-04-12,C0038,P214,LIMA,1.0,2356.0,TRANSFERENCIA,TechNova AUDIO Plus 214,AUDIO,212.0,121.45,Jorge Castro,LIMA,70.0,REGULAR,2024-12-11,2356.0,2024-04
V0176,2024-01-23,C0277,P054,TRUJILLO,2.0,1215.0,EFECTIVO,PeruPC AUDIO Max 054,AUDIO,689.0,433.56,Cliente 9440,PIURA,55.0,REGULAR,2024-04-08,2430.0,2024-01
V0177,2024-02-08,C0059,P196,TRUJILLO,4.0,2515.0,EFECTIVO,PeruPC AUDIO Air 196,AUDIO,393.0,265.28,Karla Vargas,CUSCO,77.0,VIP,2024-10-01,10060.0,2024-02
V0178,2024-01-04,C0166,P188,CUSCO,5.0,439.0,TARJETA,MaxDigital LAPTOP Pro 188,LAPTOP,2425.0,1679.24,Fiorella Torres,LIMA,69.0,REGULAR,2023-08-18,2195.0,2024-01
V0179,2024-04-13,C0170,P094,AREQUIPA,5.0,1459.0,TRANSFERENCIA,MaxDigital LAPTOP Pro 094,LAPTOP,1870.0,1143.16,Ana Vásquez,CHICLAYO,65.0,NUEVO,2024-03-07,7295.0,2024-04
V0180,2024-03-02,C0118,P004,TRUJILLO,6.0,1645.0,TARJETA,TechNova TABLET Lite 004,TABLET,693.0,445.91,Juan Quispe,CUSCO,65.0,REGULAR,2023-08-21,9870.0,2024-03
V0181,2024-01-25,C0288,P277,AREQUIPA,5.0,1805.0,TARJETA,AndinaTech CELULAR Ultra 277,CELULAR,837.0,480.21,Cliente 2619,TRUJILLO,88.0,REGULAR,2023-11-25,9025.0,2024-01
V0182,2024-03-15,C0125,P206,LIMA,3.0,438.0,TARJETA,PeruPC ACCESORIO Lite 206,ACCESORIO,131.0,89.43,Alberto Castro,AREQUIPA,70.0,REGULAR,2023-05-25,1314.0,2024-03
V0183,2024-04-02,C0001,P072,AREQUIPA,1.0,2748.0,TRANSFERENCIA,PeruPC TABLET Pro 072,TABLET,968.0,554.03,Giancarlo Castillo,AREQUIPA,55.0,VIP,2023-11-08,2748.0,2024-04
V0185,2024-06-16,C0293,P117,LIMA,1.0,1021.0,TARJETA,TechNova TABLET Ultra 117,TABLET,1155.0,720.1,Cliente 6084,LIMA,25.0,VIP,2023-03-14,1021.0,2024-06
V0186,2024-01-30,C0102,P105,CUSCO,3.0,1107.0,TARJETA,TechNova AUDIO Basic 105,AUDIO,838.0,534.13,Ximena Torres,LIMA,38.0,REGULAR,2023-09-14,3321.0,2024-01
V0187,2024-04-29,C0080,P037,LIMA,8.0,168.0,TARJETA,MaxDigital TABLET Air 037,TABLET,345.0,240.63,César Rojas,CHICLAYO,65.0,REGULAR,2023-03-07,1344.0,2024-04
V0188,2024-03-16,C0141,P105,AREQUIPA,9.0,2062.0,TRANSFERENCIA,TechNova AUDIO Basic 105,AUDIO,838.0,534.13,Patricia Chávez,LIMA,52.0,VIP,2023-09-07,18558.0,2024-03
V0189,2024-02-18,C0070,P136,TRUJILLO,7.0,1093.0,TRANSFERENCIA,AndinaTech TABLET Plus 136,SIN CATEGORIA,630.0,443.96,Ximena Díaz,TRUJILLO,21.0,VIP,2024-12-07,7651.0,2024-02
V0190,2024-06-22,C0249,P201,TRUJILLO,7.0,2554.0,TRANSFERENCIA,MaxDigital AUDIO Pro 201,AUDIO,324.0,188.78,Óscar Espinoza,AREQUIPA,59.0,REGULAR,2023-01-17,17878.0,2024-06
V0191,2024-01-01,C0158,P133,CUSCO,2.0,1652.0,TARJETA,TechNova TABLET Basic 133,TABLET,676.0,415.39,Adriana Flores,SIN REGISTRO,85.0,REGULAR,2023-01-23,3304.0,2024-01
V0192,2024-05-24,C0193,P018,LIMA,1.0,2814.0,TARJETA,TechNova CELULAR Basic 018,CELULAR,1812.0,1180.11,Daniela Gutiérrez,LIMA,36.0,NUEVO,2024-11-26,2814.0,2024-05
V0193,2024-04-10,C0054,P203,TRUJILLO,6.0,2770.0,SIN REGISTRO,AndinaTech MONITOR Neo 203,MONITOR,677.0,438.3,Andrés Vargas,PIURA,56.0,REGULAR,2024-02-18,16620.0,2024-04
V0195,2024-03-31,C0017,P270,LIMA,9.0,663.0,TARJETA,PeruPC AUDIO Ultra 270,AUDIO,175.0,107.36,Karla Vásquez,CUSCO,34.0,REGULAR,2024-01-12,5967.0,2024-03
V0196,2024-01-06,C0210,P226,AREQUIPA,2.0,2357.0,TARJETA,TechNova AUDIO Air 226,AUDIO,224.0,138.74,Jorge Gutiérrez,LIMA,71.0,REGULAR,2024-09-18,4714.0,2024-01
V0197,2024-02-08,C0242,P194,CUSCO,6.0,452.0,EFECTIVO,MaxDigital TABLET Lite 194,TABLET,862.0,637.02,Giancarlo Salazar,PIURA,54.0,REGULAR,2023-11-05,2712.0,2024-02
V0198,2024-03-19,C0051,P253,AREQUIPA,1.0,2709.0,TARJETA,AndinaTech TABLET Basic 253,TABLET,520.0,365.67,Diego Vásquez,AREQUIPA,58.0,VIP,2024-09-09,2709.0,2024-03
V0199,2024-01-07,C0316,P183,TRUJILLO,10.0,301.0,EFECTIVO,PeruPC LAPTOP Basic 183,LAPTOP,3371.0,2320.07,Cliente 6122,SIN REGISTRO,55.0,REGULAR,2024-06-06,3010.0,2024-01
V0200,2024-03-09,C0034,P191,CUSCO,6.0,2313.0,TARJETA,PeruPC AUDIO Air 191,AUDIO,601.0,425.35,Giancarlo Ramos,AREQUIPA,63.0,NUEVO,2024-12-18,13878.0,2024-03
V0201,2024-01-07,C0309,P091,CUSCO,2.0,2556.0,TARJETA,AndinaTech TABLET Plus 091,TABLET,394.0,270.97,Cliente 5639,AREQUIPA,79.0,NUEVO,2023-09-09,5112.0,2024-01
V0202,2024-01-20,C0270,P025,TRUJILLO,10.0,1501.0,EFECTIVO,PeruPC AUDIO Neo 025,AUDIO,867.0,592.48,Sergio Espinoza,PIURA,85.0,REGULAR,2024-05-11,15010.0,2024-01
V0204,2024-03-05,C0081,P240,CUSCO,4.0,2609.0,EFECTIVO,TechNova LAPTOP Air 240,LAPTOP,3967.0,2432.01,Andrés Chávez,PIURA,86.0,VIP,2023-10-27,10436.0,2024-03
V0205,2024-05-30,C0129,P144,TRUJILLO,8.0,186.0,EFECTIVO,AndinaTech CELULAR Max 144,CELULAR,586.0,390.56,Estefanía Espinoza,CUSCO,68.0,REGULAR,2024-10-07,1488.0,2024-05
V0206,2024-06-08,C0109,P049,LIMA,1.0,1304.0,TARJETA,MaxDigital ACCESORIO Lite 049,ACCESORIO,179.0,108.58,Raúl Rodríguez,CUSCO,58.0,NUEVO,2024-11-26,1304.0,2024-06
V0207,2024-03-20,C0301,P111,TRUJILLO,7.0,1193.0,EFECTIVO,TechNova LAPTOP Max 111,LAPTOP,1921.0,1324.48,Cliente 5404,CHICLAYO,53.0,VIP,2024-08-01,8351.0,2024-03
V0208,2024-02-17,C0082,P201,AREQUIPA,2.0,1994.0,TARJETA,MaxDigital AUDIO Pro 201,AUDIO,324.0,188.78,Alejandra Aguilar,CUSCO,27.0,VIP,2024-02-24,3988.0,2024-02
V0209,2024-01-29,C0115,P166,TRUJILLO,9.0,645.0,TARJETA,PeruPC ACCESORIO Plus 166,ACCESORIO,218.0,126.77,Gabriela Chávez,PIURA,22.0,REGULAR,2024-09-14,5805.0,2024-01
V0210,2024-06-07,C0078,P277,CUSCO,2.0,639.0,EFECTIVO,AndinaTech CELULAR Ultra 277,CELULAR,837.0,480.21,Alejandra Ramos,TRUJILLO,40.0,REGULAR,2024-05-19,1278.0,2024-06
V0211,2024-06-25,C0128,P224,CUSCO,4.0,840.0,TARJETA,AndinaTech CELULAR Lite 224,CELULAR,3368.0,1971.78,Ximena Rojas,CUSCO,23.0,REGULAR,2024-11-18,3360.0,2024-06
V0212,2024-04-21,C0219,P257,AREQUIPA,2.0,2037.0,TRANSFERENCIA,PeruPC CELULAR Pro 257,CELULAR,1369.0,899.74,Alejandra Medina,CUSCO,19.0,VIP,2024-11-02,4074.0,2024-04
V0213,2024-03-30,C0091,P147,TRUJILLO,5.0,409.0,TARJETA,AndinaTech MONITOR Pro 147,MONITOR,935.0,610.72,Karla Núñez,PIURA,58.0,VIP,2024-01-09,2045.0,2024-03
V0214,2024-04-05,C0015,P274,TRUJILLO,6.0,1650.0,TRANSFERENCIA,MaxDigital LAPTOP Plus 274,LAPTOP,2266.0,1456.24,Renzo Gutiérrez,LIMA,85.0,REGULAR,2024-09-22,9900.0,2024-04
V0215,2024-05-02,C0240,P028,CUSCO,6.0,2666.0,TARJETA,AndinaTech MONITOR Air 028,MONITOR,488.0,294.26,María Quispe,CUSCO,69.0,REGULAR,2023-04-24,15996.0,2024-05
V0216,2024-06-23,C0245,P006,LIMA,5.0,2170.0,TRANSFERENCIA,TechNova ACCESORIO Max 006,ACCESORIO,210.0,135.89,Diego Quispe,SIN REGISTRO,24.0,REGULAR,2024-03-19,10850.0,2024-06
V0217,2024-05-11,C0246,P300,TRUJILLO,8.0,303.0,TARJETA,AndinaTech MONITOR Pro 300,MONITOR,862.0,344.57,Carmen Castillo,CHICLAYO,38.0,REGULAR,2024-09-21,2424.0,2024-05
V0218,2024-06-02,C0089,P213,TRUJILLO,7.0,85.0,TARJETA,AndinaTech ACCESORIO Max 213,ACCESORIO,138.0,84.75,Marco Núñez,CUSCO,50.0,VIP,2023-02-24,595.0,2024-06
V0219,2024-03-06,C0035,P206,CUSCO,3.0,1970.0,TARJETA,PeruPC ACCESORIO Lite 206,ACCESORIO,131.0,89.43,Giancarlo Torres,AREQUIPA,44.0,REGULAR,2024-11-05,5910.0,2024-03
V0220,2024-04-22,C0025,P137,CUSCO,7.0,232.0,TRANSFERENCIA,PeruPC ACCESORIO Basic 137,ACCESORIO,64.0,43.3,Giancarlo Vargas,AREQUIPA,47.0,REGULAR,2024-01-27,1624.0,2024-04
V0221,2024-05-01,C0121,P277,CUSCO,9.0,1425.0,EFECTIVO,AndinaTech CELULAR Ultra 277,CELULAR,837.0,480.21,Daniela Medina,PIURA,25.0,REGULAR,2024-07-11,12825.0,2024-05
V0223,2024-02-08,C0018,P216,CUSCO,5.0,1297.0,EFECTIVO,MaxDigital MONITOR Air 216,MONITOR,1007.0,604.18,César Paredes,TRUJILLO,86.0,NUEVO,2024-03-19,6485.0,2024-02
V0225,2024-05-23,C0182,P149,LIMA,4.0,1983.0,TRANSFERENCIA,AndinaTech CELULAR Plus 149,CELULAR,3286.0,1848.95,Gabriela Castillo,AREQUIPA,64.0,REGULAR,2024-03-18,7932.0,2024-05
V0226,2024-04-17,C0277,P261,AREQUIPA,8.0,926.0,EFECTIVO,MaxDigital CELULAR Pro 261,CELULAR,1995.0,1328.94,Cliente 9440,PIURA,55.0,REGULAR,2024-04-08,7408.0,2024-04
V0228,2024-04-22,C0262,P184,CUSCO,3.0,817.0,EFECTIVO,TechNova TABLET Lite 184,TABLET,616.0,421.7,Óscar Castillo,SIN REGISTRO,18.0,REGULAR,2023-04-24,2451.0,2024-04
V0229,2024-05-14,C0294,P117,LIMA,3.0,1554.0,EFECTIVO,TechNova TABLET Ultra 117,TABLET,1155.0,720.1,Cliente 5156,PIURA,80.0,NUEVO,2024-02-19,4662.0,2024-05
V0230,2024-01-20,C0227,P293,LIMA,8.0,1839.0,SIN REGISTRO,MaxDigital ACCESORIO Basic 293,ACCESORIO,41.0,24.94,María Díaz,TRUJILLO,47.0,REGULAR,2024-04-01,14712.0,2024-01
V0231,2024-05-20,C0078,P140,AREQUIPA,3.0,2027.0,TARJETA,TechNova CELULAR Air 140,CELULAR,880.0,498.42,Alejandra Ramos,TRUJILLO,40.0,REGULAR,2024-05-19,6081.0,2024-05
V0232,2024-06-20,C0314,P161,TRUJILLO,9.0,2540.0,EFECTIVO,AndinaTech LAPTOP Ultra 161,LAPTOP,3627.0,2086.53,Cliente 1684,PIURA,52.0,REGULAR,2023-01-30,22860.0,2024-06
V0233,2024-04-30,C0215,P023,AREQUIPA,3.0,2903.0,TARJETA,MaxDigital TABLET Ultra 023,TABLET,813.0,448.76,Mónica Aguilar,AREQUIPA,85.0,VIP,2024-12-02,8709.0,2024-04
V0234,2024-02-23,C0033,P137,TRUJILLO,1.0,2625.0,SIN REGISTRO,PeruPC ACCESORIO Basic 137,ACCESORIO,64.0,43.3,Renzo Castillo,PIURA,53.0,REGULAR,2023-08-03,2625.0,2024-02
V0235,2024-04-14,C0234,P271,CUSCO,7.0,55.0,TARJETA,PeruPC CELULAR Lite 271,CELULAR,1614.0,893.73,Renzo Medina,TRUJILLO,60.0,REGULAR,2023-09-23,385.0,2024-04
V0237,2024-02-16,C0151,P234,TRUJILLO,8.0,2641.0,EFECTIVO,TechNova LAPTOP Ultra 234,LAPTOP,3047.0,1846.82,Sergio Núñez,CUSCO,27.0,VIP,2024-08-17,21128.0,2024-02
V0238,2024-06-30,C0309,P249,CUSCO,10.0,1163.0,EFECTIVO,TechNova ACCESORIO Pro 249,ACCESORIO,218.0,124.55,Cliente 5639,AREQUIPA,79.0,NUEVO,2023-09-09,11630.0,2024-06
V0240,2024-06-01,C0254,P031,TRUJILLO,2.0,1433.0,EFECTIVO,PeruPC CELULAR Basic 031,CELULAR,1742.0,972.61,Carlos Castro,AREQUIPA,77.0,NUEVO,2024-12-25,2866.0,2024-06
V0241,2024-03-03,C0089,P024,TRUJILLO,6.0,523.0,EFECTIVO,TechNova TABLET Ultra 024,TABLET,949.0,598.97,Marco Núñez,CUSCO,50.0,VIP,2023-02-24,3138.0,2024-03
V0242,2024-04-13,C0164,P285,TRUJILLO,9.0,521.0,TARJETA,PeruPC LAPTOP Air 285,LAPTOP,1867.0,1148.24,Rosa Díaz,LIMA,44.0,VIP,2024-11-15,4689.0,2024-04
V0243,2024-04-12,C0175,P024,TRUJILLO,6.0,2306.0,EFECTIVO,TechNova TABLET Ultra 024,TABLET,949.0,598.97,Mónica Paredes,CUSCO,57.0,NUEVO,2023-10-11,13836.0,2024-04
V0244,2024-05-19,C0151,P251,LIMA,4.0,409.0,EFECTIVO,PeruPC LAPTOP Pro 251,LAPTOP,3550.0,2492.72,Sergio Núñez,CUSCO,27.0,VIP,2024-08-17,1636.0,2024-05
V0245,2024-02-28,C0017,P191,TRUJILLO,5.0,1504.0,EFECTIVO,PeruPC AUDIO Air 191,AUDIO,601.0,425.35,Karla Vásquez,CUSCO,34.0,REGULAR,2024-01-12,7520.0,2024-02
V0246,2024-02-12,C0289,P070,CUSCO,7.0,682.0,EFECTIVO,PeruPC LAPTOP Air 070,LAPTOP,2590.0,1659.76,Cliente 5119,SIN REGISTRO,88.0,NUEVO,2024-11-04,4774.0,2024-02
V0248,2024-05-06,C0055,P273,CUSCO,5.0,967.0,TARJETA,MaxDigital AUDIO Pro 273,AUDIO,728.0,497.27,Andrés Gutiérrez,CUSCO,63.0,REGULAR,2024-07-21,4835.0,2024-05
V0249,2024-03-06,C0134,P129,TRUJILLO,10.0,2824.0,TRANSFERENCIA,AndinaTech LAPTOP Air 129,LAPTOP,862.0,1129.4,Estefanía Vásquez,AREQUIPA,56.0,REGULAR,2024-08-01,28240.0,2024-03
V0251,2024-03-19,C0302,P002,LIMA,1.0,324.0,TRANSFERENCIA,AndinaTech TABLET Ultra 002,TABLET,900.0,571.3,Cliente 9694,TRUJILLO,56.0,VIP,2023-04-23,324.0,2024-03
V0252,2024-01-08,C0018,P203,TRUJILLO,6.0,1399.0,TARJETA,AndinaTech MONITOR Neo 203,MONITOR,677.0,438.3,César Paredes,TRUJILLO,86.0,NUEVO,2024-03-19,8394.0,2024-01
V0253,2024-04-13,C0202,P021,CUSCO,1.0,2224.0,EFECTIVO,PeruPC CELULAR Basic 021,CELULAR,1809.0,1132.17,Jorge Chávez,TRUJILLO,55.0,REGULAR,2024-08-19,2224.0,2024-04
V0254,2024-01-01,C0009,P005,LIMA,6.0,1628.0,TARJETA,AndinaTech AUDIO Ultra 005,AUDIO,497.0,324.89,Alejandra Vargas,CHICLAYO,80.0,REGULAR,2023-03-22,9768.0,2024-01
V0255,2024-03-29,C0290,P097,CUSCO,9.0,1856.0,TARJETA,AndinaTech AUDIO Air 097,AUDIO,86.0,54.15,Cliente 4893,TRUJILLO,28.0,REGULAR,2023-12-04,16704.0,2024-03
V0256,2024-03-13,C0076,P207,LIMA,7.0,1207.0,EFECTIVO,TechNova LAPTOP Lite 207,LAPTOP,3703.0,2473.25,Miguel Díaz,SIN REGISTRO,72.0,NUEVO,2024-12-30,8449.0,2024-03
V0257,2024-04-05,C0130,P272,CUSCO,10.0,2602.0,EFECTIVO,AndinaTech AUDIO Neo 272,AUDIO,822.0,584.71,Ximena Medina,LIMA,26.0,REGULAR,2023-01-20,26020.0,2024-04
V0258,2024-03-10,C0166,P197,TRUJILLO,2.0,2295.0,TRANSFERENCIA,TechNova TABLET Plus 197,TABLET,1139.0,746.97,Fiorella Torres,LIMA,69.0,REGULAR,2023-08-18,4590.0,2024-03
V0259,2024-02-14,C0281,P137,TRUJILLO,7.0,1530.0,EFECTIVO,PeruPC ACCESORIO Basic 137,ACCESORIO,64.0,43.3,Cliente 2606,CUSCO,88.0,REGULAR,2023-06-30,10710.0,2024-02
V0260,2024-06-27,C0095,P179,TRUJILLO,5.0,1935.0,EFECTIVO,AndinaTech TABLET Pro 179,TABLET,930.0,573.7,Valeria Medina,CUSCO,19.0,VIP,2024-05-11,9675.0,2024-06
V0261,2024-02-25,C0216,P065,LIMA,6.0,1846.0,EFECTIVO,MaxDigital TABLET Ultra 065,TABLET,935.0,604.34,Carlos Ramos,LIMA,46.0,VIP,2024-07-01,11076.0,2024-02
V0262,2024-05-07,C0298,P246,LIMA,5.0,1037.0,TARJETA,PeruPC AUDIO Neo 246,AUDIO,481.0,331.36,Cliente 9717,CUSCO,35.0,NUEVO,2024-12-13,5185.0,2024-05
V0263,2024-02-19,C0131,P267,LIMA,9.0,2362.0,TARJETA,PeruPC TABLET Lite 267,TABLET,1020.0,604.2,Raúl Vásquez,CUSCO,43.0,VIP,2023-12-16,21258.0,2024-02
V0264,2024-03-01,C0276,P105,TRUJILLO,1.0,432.0,EFECTIVO,TechNova AUDIO Basic 105,AUDIO,838.0,534.13,Cliente 6589,PIURA,43.0,REGULAR,2023-02-06,432.0,2024-03
V0265,2024-06-09,C0126,P210,AREQUIPA,10.0,1639.0,EFECTIVO,MaxDigital AUDIO Ultra 210,AUDIO,378.0,220.8,Daniela Castro,AREQUIPA,35.0,VIP,2024-01-15,16390.0,2024-06
V0266,2024-02-23,C0248,P025,TRUJILLO,10.0,1045.0,EFECTIVO,PeruPC AUDIO Neo 025,AUDIO,867.0,592.48,Sergio Castillo,CUSCO,49.0,NUEVO,2023-08-27,10450.0,2024-02
V0267,2024-03-04,C0151,P049,AREQUIPA,4.0,2303.0,TARJETA,MaxDigital ACCESORIO Lite 049,ACCESORIO,179.0,108.58,Sergio Núñez,CUSCO,27.0,VIP,2024-08-17,9212.0,2024-03
V0268,2024-05-06,C0055,P012,TRUJILLO,10.0,742.0,TRANSFERENCIA,TechNova AUDIO Neo 012,SIN CATEGORIA,658.0,403.38,Andrés Gutiérrez,CUSCO,63.0,REGULAR,2024-07-21,7420.0,2024-05
V0269,2024-05-25,C0060,P182,CUSCO,6.0,981.0,TRANSFERENCIA,MaxDigital CELULAR Lite 182,CELULAR,645.0,426.07,Raúl Vargas,AREQUIPA,40.0,NUEVO,2024-02-05,5886.0,2024-05
V0270,2024-05-24,C0298,P285,LIMA,9.0,1733.0,EFECTIVO,PeruPC LAPTOP Air 285,LAPTOP,1867.0,1148.24,Cliente 9717,CUSCO,35.0,NUEVO,2024-12-13,15597.0,2024-05
V0271,2024-02-11,C0152,P096,AREQUIPA,7.0,2492.0,TARJETA,AndinaTech CELULAR Basic 096,CELULAR,2246.0,1281.93,Pedro Díaz,TRUJILLO,61.0,REGULAR,2023-08-28,17444.0,2024-02
V0272,2024-03-18,C0234,P010,CUSCO,9.0,1834.0,TARJETA,TechNova LAPTOP Pro 010,LAPTOP,2954.0,1918.52,Renzo Medina,TRUJILLO,60.0,REGULAR,2023-09-23,16506.0,2024-03
V0273,2024-02-26,C0096,P222,LIMA,10.0,597.0,TRANSFERENCIA,PeruPC MONITOR Basic 222,MONITOR,692.0,465.07,Rosa Paredes,CHICLAYO,71.0,REGULAR,2023-08-06,5970.0,2024-02
V0274,2024-04-24,C0209,P262,CUSCO,7.0,1354.0,EFECTIVO,PeruPC AUDIO Air 262,AUDIO,719.0,491.06,Hugo Quispe,TRUJILLO,55.0,REGULAR,2024-05-05,9478.0,2024-04
